"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Intensiven"
"05/13/2021 15:37:46:458 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"86","2","7","15","1","2","5","0","22","1","30","30","60","8","715","242","250","13","210","28","50.6078431372549","556","2776","11","29","14"
"87","2","7","15","1","2","5","0","22","1","30","30","60","8","710","250","250","0","210","19","50.627450980392155","554","2768","12","29","14"
"88","2","7","15","1","2","5","0","22","1","30","30","60","8","747","250","250","37","210","11","50.57425742574257","553","2797","12","28","17"
"89","2","7","15","1","2","5","0","22","1","30","30","60","8","738","248","250","30","210","25","50.35643564356435","602","2766","13","31","14"
"90","2","7","15","1","2","5","0","22","1","30","30","60","8","740","250","250","30","210","18","50.542857142857144","608","2776","13","28","20"
"92","2","7","15","1","2","5","0","22","1","30","30","60","8","740","250","250","30","210","24","50.58095238095238","554","2779","12","26","20"
"91","2","7","15","1","2","5","0","22","1","30","30","60","8","710","250","250","0","210","22","50.49038461538461","607","2750","12","30","15"
"93","2","7","15","1","2","5","0","22","1","30","30","60","8","708","240","250","8","210","29","50.60952380952381","587","2768","11","26","22"
"95","2","7","15","1","2","5","0","22","1","30","30","60","8","716","250","250","6","210","19","50.40816326530612","607","2744","12","24","16"
"94","2","7","15","1","2","5","0","22","1","30","30","60","8","711","250","250","1","210","15","50.371428571428574","585","2769","16","32","12"
"96","2","7","15","1","2","5","0","22","1","30","30","60","8","711","250","250","1","210","20","50.49038461538461","565","2780","14","26","18"
"97","2","7","15","1","2","5","0","22","1","30","30","60","8","739","250","250","29","210","20","50.663366336633665","585","2766","15","26","16"
"98","2","7","15","1","2","5","0","22","1","30","30","60","8","716","250","250","6","210","19","50.53333333333333","594","2782","12","31","14"
"99","2","7","15","1","2","5","0","22","1","30","30","60","8","746","250","250","36","210","21","50.61616161616162","592","2741","13","27","12"
"100","2","7","15","1","2","5","0","22","1","30","30","60","8","732","250","250","22","210","22","50.632075471698116","611","2751","11","33","14"
