"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Beredskapsledelsen"
"05/09/2021 20:06:55:487 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"80","3","7","15","4","1","7","2","22","3","26","10","60","7","669","250","244","15","160","17","50.983050847457626","991","3054","8","30","7"
"81","3","7","15","4","1","7","2","22","3","26","10","60","7","603","192","246","5","160","61","51.57627118644068","958","3004","9","28","8"
"82","3","7","15","4","1","7","2","22","3","26","10","60","7","623","206","249","8","160","54","51.42372881355932","941","3009","9","29","7"
"83","3","7","15","4","1","7","2","22","3","26","10","60","7","618","198","248","12","160","58","51.16949152542373","968","2993","7","34","4"
"85","3","7","15","4","1","7","2","22","3","26","10","60","5","486","88","233","5","160","113","51.13559322033898","1050","2837","7","29","9"
"84","3","7","15","4","1","7","2","22","3","26","10","60","6","543","122","240","21","160","96","50.983050847457626","1057","2920","6","34","5"
"87","3","7","15","4","1","7","2","22","3","26","10","60","7","610","198","250","2","160","58","51.23728813559322","970","2963","10","28","7"
"86","3","7","15","4","1","7","2","22","3","26","10","60","6","505","96","248","1","160","109","51.25423728813559","989","2873","10","26","9"
"88","3","7","15","4","1","7","2","22","3","26","10","60","7","603","196","241","6","160","59","51.23728813559322","998","2977","8","29","8"
"89","3","7","15","4","1","7","2","22","3","26","10","60","7","651","250","231","10","160","26","51.23728813559322","1038","3047","6","31","8"
"90","3","7","15","4","1","7","2","22","3","26","10","60","7","642","202","250","30","160","56","51.220338983050844","1002","2997","8","32","5"
"91","3","7","15","4","1","7","2","22","3","26","10","60","6","539","144","232","3","160","85","51.23728813559322","1038","2928","5","34","6"
"93","3","7","15","4","1","7","2","22","3","26","10","60","6","577","190","197","30","160","62","51.13559322033898","969","3008","1","33","11"
"95","3","7","15","4","1","7","2","22","3","26","10","60","7","608","190","246","12","160","62","51","933","2996","9","28","8"
"92","3","7","15","4","1","7","2","22","3","26","10","60","5","408","0","233","15","160","131","51.45762711864407","918","2846","7","29","9"
"94","3","7","15","4","1","7","2","22","3","26","10","60","5","455","66","226","3","160","124","50.96610169491525","955","2880","5","32","8"
"96","3","7","15","4","1","7","2","22","3","26","10","60","7","647","232","250","5","160","41","51.08474576271186","952","3007","10","29","6"
"97","3","7","15","4","1","7","2","22","3","26","10","60","7","637","222","235","20","160","46","51.186440677966104","987","3017","5","35","5"
"98","3","7","15","4","1","7","2","22","3","26","10","60","7","628","210","249","9","160","52","50.983050847457626","985","2999","9","29","7"
"99","3","7","15","4","1","7","2","22","3","26","10","60","5","493","74","250","9","160","120","51.220338983050844","967","2875","9","31","5"
"100","3","7","15","4","1","7","2","22","3","26","10","60","7","604","194","250","0","160","60","51.271186440677965","1020","2980","10","27","8"
